Id	Part2B	Part2T	Part1	Scope	Language_Type	Ref_Name	Comment
mfw				I	E	Mulaha	
mfx				I	L	Melo	
mfy				I	L	Mayo	
mfz				I	L	Mabaan	
mga	mga	mga		I	H	Middle Irish (900-1200)	
mgb				I	L	Mararit	
mgc				I	L	Morokodo	
mgd				I	L	Moru	
mge				I	L	Mango	
mgf				I	L	Maklew	
mgg				I	L	Mpumpong	
mgh				I	L	Makhuwa-Meetto	
mgi				I	L	Lijili	
mgj				I	L	Abureni	
mgk				I	L	Mawes	
mgl				I	L	Maleu-Kilenge	
mgm				I	L	Mambae	
mgn				I	L	Mbangi	
mgo				I	L	Meta'	
mgp				I	L	Eastern Magar	
mgq				I	L	Malila	
mgr				I	L	Mambwe-Lungu	
mgs				I	L	Manda (Tanzania)	
mgt				I	L	Mongol	
mgu				I	L	Mailu	
mgv				I	L	Matengo	
mgw				I	L	Matumbi	
mgy				I	L	Mbunga	
mgz				I	L	Mbugwe	
mha				I	L	Manda (India)	
mhb				I	L	Mahongwe	
mhc				I	L	Mocho	
mhd				I	L	Mbugu	
mhe				I	L	Besisi	
mhf				I	L	Mamaa	
mhg				I	L	Margu	
mhi				I	L	Ma'di	
mhj				I	L	Mogholi	
mhk				I	L	Mungaka	
mhl				I	L	Mauwake	
mhm				I	L	Makhuwa-Moniga	
mhn				I	L	Mócheno	
mho				I	L	Mashi (Zambia)	
mhp				I	L	Balinese Malay	
mhq				I	L	Mandan	
mhr				I	L	Eastern Mari	
mhs				I	L	Buru (Indonesia)	
mht				I	L	Mandahuaca	
mhu				I	L	Digaro-Mishmi	
mhw				I	L	Mbukushu	
mhx				I	L	Maru	
mhy				I	L	Ma'anyan	
mhz				I	L	Mor (Mor Islands)	
mia				I	L	Miami	
mib				I	L	Atatláhuca Mixtec	
mic	mic	mic		I	L	Mi'kmaq	
mid				I	L	Mandaic	
mie				I	L	Ocotepec Mixtec	
mif				I	L	Mofu-Gudur	
mig				I	L	San Miguel El Grande Mixtec	
mih				I	L	Chayuco Mixtec	
mii				I	L	Chigmecatitlán Mixtec	
mij				I	L	Abar	
mik				I	L	Mikasuki	
mil				I	L	Peñoles Mixtec	
mim				I	L	Alacatlatzala Mixtec	
min	min	min		I	L	Minangkabau	
mio				I	L	Pinotepa Nacional Mixtec	
mip				I	L	Apasco-Apoala Mixtec	
miq				I	L	Mískito	
mir				I	L	Isthmus Mixe	
mis	mis	mis		S	S	Uncoded languages	
mit				I	L	Southern Puebla Mixtec	
miu				I	L	Cacaloxtepec Mixtec	
miw				I	L	Akoye	
mix				I	L	Mixtepec Mixtec	
miy				I	L	Ayutla Mixtec	
miz				I	L	Coatzospan Mixtec	
mjb				I	L	Makalero	
mjc				I	L	San Juan Colorado Mixtec	
mjd				I	L	Northwest Maidu	
mje				I	E	Muskum	
mjg				I	L	Tu	
mjh				I	L	Mwera (Nyasa)	
mji				I	L	Kim Mun	
mjj				I	L	Mawak	
mjk				I	L	Matukar	
mjl				I	L	Mandeali	
mjm				I	L	Medebur	
mjn				I	L	Ma (Papua New Guinea)	
mjo				I	L	Malankuravan	
mjp				I	L	Malapandaram	
mjq				I	E	Malaryan	
mjr				I	L	Malavedan	
mjs				I	L	Miship	
mjt				I	L	Sauria Paharia	
mju				I	L	Manna-Dora	
mjv				I	L	Mannan	
mjw				I	L	Karbi	
mjx				I	L	Mahali	
mjy				I	E	Mahican	
mjz				I	L	Majhi	
mka				I	L	Mbre	
mkb				I	L	Mal Paharia	
mkc				I	L	Siliput	
mkd	mac	mkd	mk	I	L	Macedonian	
mke				I	L	Mawchi	
mkf				I	L	Miya	
mkg				I	L	Mak (China)	
mki				I	L	Dhatki	
mkj				I	L	Mokilese	
mkk				I	L	Byep	
mkl				I	L	Mokole	
mkm				I	L	Moklen	
mkn				I	L	Kupang Malay	
mko				I	L	Mingang Doso	
mkp				I	L	Moikodi	
mkq				I	E	Bay Miwok	
mkr				I	L	Malas	
mks				I	L	Silacayoapan Mixtec	
mkt				I	L	Vamale	
mku				I	L	Konyanka Maninka	
mkv				I	L	Mafea	
mkw				I	L	Kituba (Congo)	
mkx				I	L	Kinamiging Manobo	
mky				I	L	East Makian	
mkz				I	L	Makasae	
mla				I	L	Malo	
mlb				I	L	Mbule	
mlc				I	L	Cao Lan	
mle				I	L	Manambu	
mlf				I	L	Mal	
mlg	mlg	mlg	mg	M	L	Malagasy	
mlh				I	L	Mape	
mli				I	L	Malimpung	
mlj				I	L	Miltu	
mlk				I	L	Ilwana	
mll				I	L	Malua Bay	
mlm				I	L	Mulam	
mln				I	L	Malango	
mlo				I	L	Mlomp	
mlp				I	L	Bargam	
mlq				I	L	Western Maninkakan	
mlr				I	L	Vame	
mls				I	L	Masalit	
mlt	mlt	mlt	mt	I	L	Maltese	
mlu				I	L	To'abaita	
mlv				I	L	Motlav	
mlw				I	L	Moloko	
mlx				I	L	Malfaxal	
mlz				I	L	Malaynon	
mma				I	L	Mama	
mmb				I	L	Momina	
mmc				I	L	Michoacán Mazahua	
mmd				I	L	Maonan	
mme				I	L	Mae	
mmf				I	L	Mundat	
mmg				I	L	North Ambrym	
mmh				I	L	Mehináku	
mmi				I	L	Musar	
mmj				I	L	Majhwar	
mmk				I	L	Mukha-Dora	
mml				I	L	Man Met	
mmm				I	L	Maii	
mmn				I	L	Mamanwa	
mmo				I	L	Mangga Buang	
mmp				I	L	Siawi	
mmq				I	L	Musak	
mmr				I	L	Western Xiangxi Miao	
mmt				I	L	Malalamai	
mmu				I	L	Mmaala	
mmv				I	E	Miriti	
mmw				I	L	Emae	
mmx				I	L	Madak	
mmy				I	L	Migaama	
mmz				I	L	Mabaale	
mna				I	L	Mbula	
mnb				I	L	Muna	
mnc	mnc	mnc		I	L	Manchu	
mnd				I	L	Mondé	
mne				I	L	Naba	
mnf				I	L	Mundani	
mng				I	L	Eastern Mnong	
mnh				I	L	Mono (Democratic Republic of Congo)	
mni	mni	mni		I	L	Manipuri	
mnj				I	L	Munji	
mnk				I	L	Mandinka	
mnl				I	L	Tiale	
mnm				I	L	Mapena	
mnn				I	L	Southern Mnong	
mnp				I	L	Min Bei Chinese	
mnq				I	L	Minriq	
mnr				I	L	Mono (USA)	
mns				I	L	Mansi	
mnu				I	L	Mer	
mnv				I	L	Rennell-Bellona	
mnw				I	L	Mon	
mnx				I	L	Manikion	
mny				I	L	Manyawa	
mnz				I	L	Moni	
moa				I	L	Mwan	
moc				I	L	Mocoví	
mod				I	E	Mobilian	
moe				I	L	Innu	
mog				I	L	Mongondow	
moh	moh	moh		I	L	Mohawk	
moi				I	L	Mboi	
moj				I	L	Monzombo	
mok				I	L	Morori	
mom				I	E	Mangue	
mon	mon	mon	mn	M	L	Mongolian	
moo				I	L	Monom	
mop				I	L	Mopán Maya	
moq				I	L	Mor (Bomberai Peninsula)	
mor				I	L	Moro	
mos	mos	mos		I	L	Mossi	
mot				I	L	Barí	
mou				I	L	Mogum	
mov				I	L	Mohave	
mow				I	L	Moi (Congo)	
mox				I	L	Molima	
moy				I	L	Shekkacho	
moz				I	L	Mukulu	
mpa				I	L	Mpoto	
mpb				I	L	Malak Malak	
mpc				I	L	Mangarrayi	
mpd				I	L	Machinere	
mpe				I	L	Majang	
mpg				I	L	Marba	
mph				I	L	Maung	
mpi				I	L	Mpade	
mpj				I	L	Martu Wangka	
mpk				I	L	Mbara (Chad)	
mpl				I	L	Middle Watut	
mpm				I	L	Yosondúa Mixtec	
mpn				I	L	Mindiri	
mpo				I	L	Miu	
mpp				I	L	Migabac	
mpq				I	L	Matís	
mpr				I	L	Vangunu	
mps				I	L	Dadibi	
mpt				I	L	Mian	
mpu				I	L	Makuráp	
mpv				I	L	Mungkip	
mpw				I	L	Mapidian	
mpx				I	L	Misima-Panaeati	
mpy				I	L	Mapia	
mpz				I	L	Mpi	
mqa				I	L	Maba (Indonesia)	
mqb				I	L	Mbuko	
mqc				I	L	Mangole	
mqe				I	L	Matepi	
mqf				I	L	Momuna	
mqg				I	L	Kota Bangun Kutai Malay	
mqh				I	L	Tlazoyaltepec Mixtec	
mqi				I	L	Mariri	
mqj				I	L	Mamasa	
mqk				I	L	Rajah Kabunsuwan Manobo	
mql				I	L	Mbelime	
mqm				I	L	South Marquesan	
mqn				I	L	Moronene	
mqo				I	L	Modole	
mqp				I	L	Manipa	
mqq				I	L	Minokok	
mqr				I	L	Mander	
mqs				I	L	West Makian	
mqt				I	L	Mok	
mqu				I	L	Mandari	
mqv				I	L	Mosimo	
mqw				I	L	Murupi	
mqx				I	L	Mamuju	
mqy				I	L	Manggarai	
mqz				I	L	Pano	
mra				I	L	Mlabri	
mrb				I	L	Marino	
mrc				I	L	Maricopa	
mrd				I	L	Western Magar	
mre				I	E	Martha's Vineyard Sign Language	
mrf				I	L	Elseng	
mrg				I	L	Mising	
mrh				I	L	Mara Chin	
mri	mao	mri	mi	I	L	Maori	
mrj				I	L	Western Mari	
mrk				I	L	Hmwaveke	
mrl				I	L	Mortlockese	
mrm				I	L	Merlav	
mrn				I	L	Cheke Holo	
mro				I	L	Mru	
mrp				I	L	Morouas	
mrq				I	L	North Marquesan	
mrr				I	L	Maria (India)	
mrs				I	L	Maragus	
mrt				I	L	Marghi Central	
mru				I	L	Mono (Cameroon)	
mrv				I	L	Mangareva	
mrw				I	L	Maranao	
mrx				I	L	Maremgi	
mry				I	L	Mandaya	
mrz				I	L	Marind	
msa	may	msa	ms	M	L	Malay (macrolanguage)	
msb				I	L	Masbatenyo	
msc				I	L	Sankaran Maninka	
msd				I	L	Yucatec Maya Sign Language	
mse				I	L	Musey	
msf				I	L	Mekwei	
msg				I	L	Moraid	
msh				I	L	Masikoro Malagasy	
msi				I	L	Sabah Malay	
msj				I	L	Ma (Democratic Republic of Congo)	
msk				I	L	Mansaka	
msl				I	L	Molof	
msm				I	L	Agusan Manobo	
msn				I	L	Vurës	
mso				I	L	Mombum	
msp				I	E	Maritsauá	
msq				I	L	Caac	
msr				I	L	Mongolian Sign Language	
mss				I	L	West Masela	
msu				I	L	Musom	
msv				I	L	Maslam	
msw				I	L	Mansoanka	
msx				I	L	Moresada	
msy				I	L	Aruamu	
msz				I	L	Momare	
mta				I	L	Cotabato Manobo	
mtb				I	L	Anyin Morofo	
mtc				I	L	Munit	
mtd				I	L	Mualang	
mte				I	L	Mono (Solomon Islands)	
mtf				I	L	Murik (Papua New Guinea)	
mtg				I	L	Una	
mth				I	L	Munggui	
mti				I	L	Maiwa (Papua New Guinea)	
mtj				I	L	Moskona	
mtk				I	L	Mbe'	
mtl				I	L	Montol	
mtm				I	E	Mator	
mtn				I	E	Matagalpa	
mto				I	L	Totontepec Mixe	
mtp				I	L	Wichí Lhamtés Nocten	
mtq				I	L	Muong	
mtr				I	L	Mewari	
mts				I	L	Yora	
mtt				I	L	Mota	
mtu				I	L	Tututepec Mixtec	
mtv				I	L	Asaro'o	
mtw				I	L	Southern Binukidnon	
mtx				I	L	Tidaá Mixtec	
mty				I	L	Nabi	
mua				I	L	Mundang	
mub				I	L	Mubi	
muc				I	L	Ajumbu	
mud				I	L	Mednyj Aleut	
mue				I	L	Media Lengua	
mug				I	L	Musgu	
muh				I	L	Mündü	
mui				I	L	Musi	
muj				I	L	Mabire	
muk				I	L	Mugom	
mul	mul	mul		S	S	Multiple languages	
mum				I	L	Maiwala	
muo				I	L	Nyong	
mup				I	L	Malvi	
muq				I	L	Eastern Xiangxi Miao	
mur				I	L	Murle	
mus	mus	mus		I	L	Creek	
mut				I	L	Western Muria	
muu				I	L	Yaaku	
muv				I	L	Muthuvan	
mux				I	L	Bo-Ung	
muy				I	L	Muyang	
muz				I	L	Mursi	
mva				I	L	Manam	
mvb				I	E	Mattole	
mvd				I	L	Mamboru	
mve				I	L	Marwari (Pakistan)	
mvf				I	L	Peripheral Mongolian	
mvg				I	L	Yucuañe Mixtec	
mvh				I	L	Mulgi	
mvi				I	L	Miyako	
mvk				I	L	Mekmek	
mvl				I	E	Mbara (Australia)	
mvm				I	L	Muya	
mvn				I	L	Minaveha	
mvo				I	L	Marovo	
mvp				I	L	Duri	
mvq				I	L	Moere	
mvr				I	L	Marau	
mvs				I	L	Massep	
mvt				I	L	Mpotovoro	
mvu				I	L	Marfa	
mvv				I	L	Tagal Murut	
mvw				I	L	Machinga	
mvx				I	L	Meoswar	
mvy				I	L	Indus Kohistani	
mvz				I	L	Mesqan	
mwa				I	L	Mwatebu	
mwb				I	L	Juwal	
mwc				I	L	Are	
mwe				I	L	Mwera (Chimwera)	
mwf				I	L	Murrinh-Patha	
mwg				I	L	Aiklep	
mwh				I	L	Mouk-Aria	
mwi				I	L	Labo	
mwk				I	L	Kita Maninkakan	
mwl	mwl	mwl		I	L	Mirandese	
mwm				I	L	Sar	
mwn				I	L	Nyamwanga	
mwo				I	L	Central Maewo	
mwp				I	L	Kala Lagaw Ya	
mwq				I	L	Mün Chin	
mwr	mwr	mwr		M	L	Marwari	
mws				I	L	Mwimbi-Muthambi	
mwt				I	L	Moken	
mwu				I	E	Mittu	
mwv				I	L	Mentawai	
mww				I	L	Hmong Daw	
mwz				I	L	Moingi	
mxa				I	L	Northwest Oaxaca Mixtec	
mxb				I	L	Tezoatlán Mixtec	
mxc				I	L	Manyika	
mxd				I	L	Modang	
mxe				I	L	Mele-Fila	
mxf				I	L	Malgbe	
mxg				I	L	Mbangala	
mxh				I	L	Mvuba	
mxi				I	H	Mozarabic	
mxj				I	L	Miju-Mishmi	
mxk				I	L	Monumbo	
mxl				I	L	Maxi Gbe	
mxm				I	L	Meramera	
mxn				I	L	Moi (Indonesia)	
mxo				I	L	Mbowe	
mxp				I	L	Tlahuitoltepec Mixe	
mxq				I	L	Juquila Mixe	
mxr				I	L	Murik (Malaysia)	
mxs				I	L	Huitepec Mixtec	
mxt				I	L	Jamiltepec Mixtec	
mxu				I	L	Mada (Cameroon)	
mxv				I	L	Metlatónoc Mixtec	
mxw				I	L	Namo	
mxx				I	L	Mahou	
mxy				I	L	Southeastern Nochixtlán Mixtec	
mxz				I	L	Central Masela	
mya	bur	mya	my	I	L	Burmese	
myb				I	L	Mbay	
myc				I	L	Mayeka	
mye				I	L	Myene	
myf				I	L	Bambassi	
myg				I	L	Manta	
myh				I	L	Makah	
myj				I	L	Mangayat	
myk				I	L	Mamara Senoufo	
myl				I	L	Moma	
mym				I	L	Me'en	
myo				I	L	Anfillo	
myp				I	L	Pirahã	
myr				I	L	Muniche	
mys				I	E	Mesmes	
myu				I	L	Mundurukú	
myv	myv	myv		I	L	Erzya	
myw				I	L	Muyuw	
myx				I	L	Masaaba	
myy				I	L	Macuna	
myz				I	H	Classical Mandaic	
mza				I	L	Santa María Zacatepec Mixtec	
mzb				I	L	Tumzabt	
mzc				I	L	Madagascar Sign Language	
mzd				I	L	Malimba	
mze				I	L	Morawa	
mzg				I	L	Monastic Sign Language	
mzh				I	L	Wichí Lhamtés Güisnay	
mzi				I	L	Ixcatlán Mazatec	
mzj				I	L	Manya	
mzk				I	L	Nigeria Mambila	
mzl				I	L	Mazatlán Mixe	
mzm				I	L	Mumuye	
mzn				I	L	Mazanderani	
mzo				I	E	Matipuhy	
mzp				I	L	Movima	
mzq				I	L	Mori Atas	
mzr				I	L	Marúbo	
mzs				I	L	Macanese	
mzt				I	L	Mintil	
mzu				I	L	Inapang	
mzv				I	L	Manza	
mzw				I	L	Deg	
mzx				I	L	Mawayana	
mzy				I	L	Mozambican Sign Language	
mzz				I	L	Maiadomu	
naa				I	L	Namla	
nab				I	L	Southern Nambikuára	
nac				I	L	Narak	
nae				I	E	Naka'ela	
naf				I	L	Nabak	
nag				I	L	Naga Pidgin	
naj				I	L	Nalu	
nak				I	L	Nakanai	
nal				I	L	Nalik	
nam				I	L	Ngan'gityemerri	
nan				I	L	Min Nan Chinese	
nao				I	L	Naaba	
nap	nap	nap		I	L	Neapolitan	
naq				I	L	Khoekhoe	
nar				I	L	Iguta	
nas				I	L	Naasioi	
nat				I	L	Ca̱hungwa̱rya̱	
nau	nau	nau	na	I	L	Nauru	
nav	nav	nav	nv	I	L	Navajo	
naw				I	L	Nawuri	
nax				I	L	Nakwi	
nay				I	E	Ngarrindjeri	
naz				I	L	Coatepec Nahuatl	
nba				I	L	Nyemba	
nbb				I	L	Ndoe	
nbc				I	L	Chang Naga	
nbd				I	L	Ngbinda	
nbe				I	L	Konyak Naga	
nbg				I	L	Nagarchal	
nbh				I	L	Ngamo	
nbi				I	L	Mao Naga	
nbj				I	L	Ngarinyman	
nbk				I	L	Nake	
nbl	nbl	nbl	nr	I	L	South Ndebele	
nbm				I	L	Ngbaka Ma'bo	
nbn				I	L	Kuri	
nbo				I	L	Nkukoli	
nbp				I	L	Nnam	
nbq				I	L	Nggem	
nbr				I	L	Numana	
nbs				I	L	Namibian Sign Language	
nbt				I	L	Na	
nbu				I	L	Rongmei Naga	
nbv				I	L	Ngamambo	
nbw				I	L	Southern Ngbandi	
nby				I	L	Ningera	
nca				I	L	Iyo	
ncb				I	L	Central Nicobarese	
ncc				I	L	Ponam	
ncd				I	L	Nachering	
nce				I	L	Yale	
ncf				I	L	Notsi	
ncg				I	L	Nisga'a	
nch				I	L	Central Huasteca Nahuatl	
nci				I	H	Classical Nahuatl	
ncj				I	L	Northern Puebla Nahuatl	
nck				I	L	Na-kara	
ncl				I	L	Michoacán Nahuatl	
ncm				I	L	Nambo	
ncn				I	L	Nauna	
nco				I	L	Sibe	
ncq				I	L	Northern Katang	
ncr				I	L	Ncane	
ncs				I	L	Nicaraguan Sign Language	
nct				I	L	Chothe Naga	
ncu				I	L	Chumburung	
ncx				I	L	Central Puebla Nahuatl	
ncz				I	E	Natchez	
nda				I	L	Ndasa	
ndb				I	L	Kenswei Nsei	
ndc				I	L	Ndau	
ndd				I	L	Nde-Nsele-Nta	
nde	nde	nde	nd	I	L	North Ndebele	
ndf				I	H	Nadruvian	
ndg				I	L	Ndengereko	
ndh				I	L	Ndali	
ndi				I	L	Samba Leko	
ndj				I	L	Ndamba	
ndk				I	L	Ndaka	
ndl				I	L	Ndolo	
ndm				I	L	Ndam	
ndn				I	L	Ngundi	
ndo	ndo	ndo	ng	I	L	Ndonga	
ndp				I	L	Ndo	
ndq				I	L	Ndombe	
ndr				I	L	Ndoola	
nds	nds	nds		I	L	Low German	
ndt				I	L	Ndunga	
ndu				I	L	Dugun	
ndv				I	L	Ndut	
ndw				I	L	Ndobo	
ndx				I	L	Nduga	
ndy				I	L	Lutos	
ndz				I	L	Ndogo	
nea				I	L	Eastern Ngad'a	
neb				I	L	Toura (Côte d'Ivoire)	
nec				I	L	Nedebang	
ned				I	L	Nde-Gbite	
nee				I	L	Nêlêmwa-Nixumwak	
nef				I	L	Nefamese	
neg				I	L	Negidal	
neh				I	L	Nyenkha	
nei				I	A	Neo-Hittite	
nej				I	L	Neko	
nek				I	L	Neku	
nem				I	L	Nemi	
nen				I	L	Nengone	
neo				I	L	Ná-Meo	
nep	nep	nep	ne	M	L	Nepali (macrolanguage)	
neq				I	L	North Central Mixe	
ner				I	L	Yahadian	
nes				I	L	Bhoti Kinnauri	
net				I	L	Nete	
neu				I	C	Neo	
nev				I	L	Nyaheun	
new	new	new		I	L	Newari	
nex				I	L	Neme	
ney				I	L	Neyo	
nez				I	L	Nez Perce	
nfa				I	L	Dhao	
nfd				I	L	Ahwai	
nfl				I	L	Ayiwo	
nfr				I	L	Nafaanra	
nfu				I	L	Mfumte	
nga				I	L	Ngbaka	
ngb				I	L	Northern Ngbandi	
ngc				I	L	Ngombe (Democratic Republic of Congo)	
ngd				I	L	Ngando (Central African Republic)	
nge				I	L	Ngemba	
ngg				I	L	Ngbaka Manza	
ngh				I	L	Nǁng	
ngi				I	L	Ngizim	
ngj				I	L	Ngie	
ngk				I	L	Dalabon	
ngl				I	L	Lomwe	
ngm				I	L	Ngatik Men's Creole	
ngn				I	L	Ngwo	
ngo				I	L	Ngoni	
ngp				I	L	Ngulu	
ngq				I	L	Ngurimi	
ngr				I	L	Engdewu	
ngs				I	L	Gvoko	
ngt				I	L	Kriang	
ngu				I	L	Guerrero Nahuatl	
ngv				I	E	Nagumi	
ngw				I	L	Ngwaba	
ngx				I	L	Nggwahyi	
ngy				I	L	Tibea	
ngz				I	L	Ngungwel	
nha				I	L	Nhanda	
nhb				I	L	Beng	
nhc				I	E	Tabasco Nahuatl	
nhd				I	L	Chiripá	
nhe				I	L	Eastern Huasteca Nahuatl	
nhf				I	L	Nhuwala	
nhg				I	L	Tetelcingo Nahuatl	
nhh				I	L	Nahari	
nhi				I	L	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	
nhk				I	L	Isthmus-Cosoleacaque Nahuatl	
nhm				I	L	Morelos Nahuatl	
nhn				I	L	Central Nahuatl	
nho				I	L	Takuu	
nhp				I	L	Isthmus-Pajapan Nahuatl	
nhq				I	L	Huaxcaleca Nahuatl	
nhr				I	L	Naro	
nht				I	L	Ometepec Nahuatl	
nhu				I	L	Noone	
nhv				I	L	Temascaltepec Nahuatl	
nhw				I	L	Western Huasteca Nahuatl	
nhx				I	L	Isthmus-Mecayapan Nahuatl	
nhy				I	L	Northern Oaxaca Nahuatl	
nhz				I	L	Santa María La Alta Nahuatl	
nia	nia	nia		I	L	Nias	
nib				I	L	Nakame	
nid				I	E	Ngandi	
nie				I	L	Niellim	
nif				I	L	Nek	
nig				I	E	Ngalakgan	
nih				I	L	Nyiha (Tanzania)	
nii				I	L	Nii	
nij				I	L	Ngaju	
nik				I	L	Southern Nicobarese	
nil				I	L	Nila	
nim				I	L	Nilamba	
nin				I	L	Ninzo	
nio				I	L	Nganasan	
niq				I	L	Nandi	
nir				I	L	Nimboran	
nis				I	L	Nimi	
nit				I	L	Southeastern Kolami	
niu	niu	niu		I	L	Niuean	
niv				I	L	Gilyak	
niw				I	L	Nimo	
nix				I	L	Hema	
niy				I	L	Ngiti	
niz				I	L	Ningil	
nja				I	L	Nzanyi	
njb				I	L	Nocte Naga	
njd				I	L	Ndonde Hamba	
njh				I	L	Lotha Naga	
nji				I	L	Gudanji	
njj				I	L	Njen	
njl				I	L	Njalgulgule	
njm				I	L	Angami Naga	
njn				I	L	Liangmai Naga	
njo				I	L	Ao Naga	
njr				I	L	Njerep	
njs				I	L	Nisa	
njt				I	L	Ndyuka-Trio Pidgin	
nju				I	L	Ngadjunmaya	
njx				I	L	Kunyi	
njy				I	L	Njyem	
njz				I	L	Nyishi	
nka				I	L	Nkoya	
nkb				I	L	Khoibu Naga	
nkc				I	L	Nkongho	
nkd				I	L	Koireng	
nke				I	L	Duke	
nkf				I	L	Inpui Naga	
nkg				I	L	Nekgini	
nkh				I	L	Khezha Naga	
nki				I	L	Thangal Naga	
nkj				I	L	Nakai	
nkk				I	L	Nokuku	
nkm				I	L	Namat	
nkn				I	L	Nkangala	
nko				I	L	Nkonya	
nkp				I	E	Niuatoputapu	
nkq				I	L	Nkami	
nkr				I	L	Nukuoro	
nks				I	L	North Asmat	
nkt				I	L	Nyika (Tanzania)	
nku				I	L	Bouna Kulango	
nkv				I	L	Nyika (Malawi and Zambia)	
nkw				I	L	Nkutu	
nkx				I	L	Nkoroo	
nkz				I	L	Nkari	
nla				I	L	Ngombale	
nlc				I	L	Nalca	
nld	dut	nld	nl	I	L	Dutch	
nle				I	L	East Nyala	
nlg				I	L	Gela	
nli				I	L	Grangali	
nlj				I	L	Nyali	
nlk				I	L	Ninia Yali	
nll				I	L	Nihali	
nlm				I	L	Mankiyali	
nlo				I	L	Ngul	
nlq				I	L	Lao Naga	
nlu				I	L	Nchumbulu	
nlv				I	L	Orizaba Nahuatl	
nlw				I	E	Walangama	
nlx				I	L	Nahali	
nly				I	L	Nyamal	
nlz				I	L	Nalögo	
nma				I	L	Maram Naga	
nmb				I	L	Big Nambas	
nmc				I	L	Ngam	
nmd				I	L	Ndumu	
nme				I	L	Mzieme Naga	
nmf				I	L	Tangkhul Naga (India)	
nmg				I	L	Kwasio	
nmh				I	L	Monsang Naga	
nmi				I	L	Nyam	
nmj				I	L	Ngombe (Central African Republic)	
nmk				I	L	Namakura	
nml				I	L	Ndemli	
nmm				I	L	Manangba	
nmn				I	L	ǃXóõ	
nmo				I	L	Moyon Naga	
nmp				I	E	Nimanbur	
nmq				I	L	Nambya	
nmr				I	E	Nimbari	
nms				I	L	Letemboi	
nmt				I	L	Namonuito	
nmu				I	L	Northeast Maidu	
nmv				I	E	Ngamini	
nmw				I	L	Nimoa	
nmx				I	L	Nama (Papua New Guinea)	
nmy				I	L	Namuyi	
nmz				I	L	Nawdm	
nna				I	L	Nyangumarta	
nnb				I	L	Nande	
nnc				I	L	Nancere	
nnd				I	L	West Ambae	
nne				I	L	Ngandyera	
nnf				I	L	Ngaing	
nng				I	L	Maring Naga	
nnh				I	L	Ngiemboon	
nni				I	L	North Nuaulu	
nnj				I	L	Nyangatom	
nnk				I	L	Nankina	
nnl				I	L	Northern Rengma Naga	
nnm				I	L	Namia	
nnn				I	L	Ngete	
nno	nno	nno	nn	I	L	Norwegian Nynorsk	
nnp				I	L	Wancho Naga	
nnq				I	L	Ngindo	
nnr				I	E	Narungga	
nnt				I	E	Nanticoke	
nnu				I	L	Dwang	
nnv				I	E	Nugunu (Australia)	
nnw				I	L	Southern Nuni	
nny				I	E	Nyangga	
nnz				I	L	Nda'nda'	
noa				I	L	Woun Meu	
nob	nob	nob	nb	I	L	Norwegian Bokmål	
noc				I	L	Nuk	
nod				I	L	Northern Thai	
noe				I	L	Nimadi	
nof				I	L	Nomane	
nog	nog	nog		I	L	Nogai	
noh				I	L	Nomu	
noi				I	L	Noiri	
noj				I	L	Nonuya	
nok				I	E	Nooksack	
nol				I	E	Nomlaki	
nom				I	E	Nocamán	
non	non	non		I	H	Old Norse	
nop				I	L	Numanggang	
noq				I	L	Ngongo	
nor	nor	nor	no	M	L	Norwegian	
nos				I	L	Eastern Nisu	
not				I	L	Nomatsiguenga	
nou				I	L	Ewage-Notu	
nov				I	C	Novial	
now				I	L	Nyambo	
noy				I	L	Noy	
noz				I	L	Nayi	
npa				I	L	Nar Phu	
npb				I	L	Nupbikha	
npg				I	L	Ponyo-Gongwang Naga	
nph				I	L	Phom Naga	
npi				I	L	Nepali (individual language)	
npl				I	L	Southeastern Puebla Nahuatl	
npn				I	L	Mondropolon	
npo				I	L	Pochuri Naga	
nps				I	L	Nipsan	
npu				I	L	Puimei Naga	
npx				I	L	Noipx	
npy				I	L	Napu	
nqg				I	L	Southern Nago	
nqk				I	L	Kura Ede Nago	
nql				I	L	Ngendelengo	
nqm				I	L	Ndom	
nqn				I	L	Nen	
nqo	nqo	nqo		I	L	N'Ko	
nqq				I	L	Kyan-Karyaw Naga	
nqy				I	L	Akyaung Ari Naga	
nra				I	L	Ngom	
nrb				I	L	Nara	
nrc				I	A	Noric	
nre				I	L	Southern Rengma Naga	
nrf				I	L	Jèrriais	
nrg				I	L	Narango	
nri				I	L	Chokri Naga	
nrk				I	L	Ngarla	
nrl				I	L	Ngarluma	
nrm				I	L	Narom	
nrn				I	E	Norn	
nrp				I	A	North Picene	
nrr				I	E	Norra	
nrt				I	E	Northern Kalapuya	
nru				I	L	Narua	
nrx				I	E	Ngurmbur	
nrz				I	L	Lala	
nsa				I	L	Sangtam Naga	
nsb				I	E	Lower Nossob	
nsc				I	L	Nshi	
nsd				I	L	Southern Nisu	
nse				I	L	Nsenga	
nsf				I	L	Northwestern Nisu	
nsg				I	L	Ngasa	
nsh				I	L	Ngoshie	
nsi				I	L	Nigerian Sign Language	
nsk				I	L	Naskapi	
nsl				I	L	Norwegian Sign Language	
nsm				I	L	Sumi Naga	
nsn				I	L	Nehan	
nso	nso	nso		I	L	Pedi	
nsp				I	L	Nepalese Sign Language	
nsq				I	L	Northern Sierra Miwok	
